sku,product_slug,field_name,extracted_value,normalized_value,source_url,source_page_title,source_section,source_text,source_type,confidence,conflict_status,use_status,checked_at,notes
GS-SUS-003,led-panel-suspension-kit,upper_fitting,Ceiling Retainer,Ceiling Retainer,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
GS-SUS-003,led-panel-suspension-kit,lower_fitting,Y-shaped Clamp,Y-shaped Clamp,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
GS-SUS-003,led-panel-suspension-kit,gripper_type,Adjustable Cable Gripper,Adjustable Cable Gripper,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
GS-SUS-003,led-panel-suspension-kit,moq,500 pcs,500 pcs,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
GS-SUS-003,led-panel-suspension-kit,customization_options,Length;Cable Diameter;Ceiling Accessory;Cable Gripper;Snap Hook;Eyelet,Length;Cable Diameter;Ceiling Accessory;Cable Gripper;Snap Hook;Eyelet,https://www.wireropeassy.com/suspension-hanging-kit/y-leg-hanging-kit-for-led-panel-lights.html,Y-Leg Hanging Kit For LED Panel Lights,Product Specification,"Stainless steel; length 1-3 m; diameter 1-2 mm; ceiling accessory, cable gripper, snap hook and eyelet; Y-leg kit has a ceiling retainer and two lower clamps; MOQ 500 pcs.",product-page,high,none,accepted,2026-07-18,Product-level LED panel suspension evidence.
GS-SUS-004,sign-hanging-cable-kit,construction,7x7,7x7,https://m.wireropeassy.com/wire-rope-assembly/steel-wire-rope/supply-pvc-coated-galvanized-customized.html,Wire Suspended Hanging Kit,Product Details,"AISI 304 stainless steel cable; 7*7 construction; length 1-2 m; cable loop, nipple ball, cable gripper, ceiling attachment and screw end options; gallery and suspended display applications.",product-page,medium,none,accepted,2026-07-18,A/B end assignment is not stated.
GS-SUS-004,sign-hanging-cable-kit,material,Stainless Steel,Stainless Steel,https://m.wireropeassy.com/wire-rope-assembly/steel-wire-rope/supply-pvc-coated-galvanized-customized.html,Wire Suspended Hanging Kit,Product Details,"AISI 304 stainless steel cable; 7*7 construction; length 1-2 m; cable loop, nipple ball, cable gripper, ceiling attachment and screw end options; gallery and suspended display applications.",product-page,medium,none,accepted,2026-07-18,A/B end assignment is not stated.
GS-SUS-004,sign-hanging-cable-kit,material_grade,AISI 304,AISI 304,https://m.wireropeassy.com/wire-rope-assembly/steel-wire-rope/supply-pvc-coated-galvanized-customized.html,Wire Suspended Hanging Kit,Product Details,"AISI 304 stainless steel cable; 7*7 construction; length 1-2 m; cable loop, nipple ball, cable gripper, ceiling attachment and screw end options; gallery and suspended display applications.",product-page,medium,none,accepted,2026-07-18,A/B end assignment is not stated.
GS-SUS-004,sign-hanging-cable-kit,length_min_mm,1000,1000,https://m.wireropeassy.com/wire-rope-assembly/steel-wire-rope/supply-pvc-coated-galvanized-customized.html,Wire Suspended Hanging Kit,Product Details,"AISI 304 stainless steel cable; 7*7 construction; length 1-2 m; cable loop, nipple ball, cable gripper, ceiling attachment and screw end options; gallery and suspended display applications.",product-page,medium,none,accepted,2026-07-18,A/B end assignment is not stated.
GS-SUS-004,sign-hanging-cable-kit,length_max_mm,2000,2000,https://m.wireropeassy.com/wire-rope-assembly/steel-wire-rope/supply-pvc-coated-galvanized-customized.html,Wire Suspended Hanging Kit,Product Details,"AISI 304 stainless steel cable; 7*7 construction; length 1-2 m; cable loop, nipple ball, cable gripper, ceiling attachment and screw end options; gallery and suspended display applications.",product-page,medium,none,accepted,2026-07-18,A/B end assignment is not stated.
GS-SUS-004,sign-hanging-cable-kit,customization_options,Length;Cable Loop;Nipple Ball End;Cable Gripper;Ceiling Attachment;Screw,Length;Cable Loop;Nipple Ball End;Cable Gripper;Ceiling Attachment;Screw,https://m.wireropeassy.com/wire-rope-assembly/steel-wire-rope/supply-pvc-coated-galvanized-customized.html,Wire Suspended Hanging Kit,Product Details,"AISI 304 stainless steel cable; 7*7 construction; length 1-2 m; cable loop, nipple ball, cable gripper, ceiling attachment and screw end options; gallery and suspended display applications.",product-page,medium,none,accepted,2026-07-18,A/B end assignment is not stated.
GS-CTL-001,bowden-cable-assembly,material,Galvanized Steel,Galvanized Steel,https://www.wireropeassy.com/brake-cable/black-bowden-cable-with-inner-cable.html,Push-Pull Bowden Cables With Inner Wire,Product Specification,"Galvanized inner wire; kit includes inner wire, outer casing and end accessories; MOQ 1000 pcs.",product-page,high,none,accepted,2026-07-18,"Diameter, construction, casing material and length are excluded because the page is inconsistent or ambiguous."
GS-CTL-001,bowden-cable-assembly,inner_cable,Galvanized Steel Inner Wire,Galvanized Steel Inner Wire,https://www.wireropeassy.com/brake-cable/black-bowden-cable-with-inner-cable.html,Push-Pull Bowden Cables With Inner Wire,Product Specification,"Galvanized inner wire; kit includes inner wire, outer casing and end accessories; MOQ 1000 pcs.",product-page,high,none,accepted,2026-07-18,"Diameter, construction, casing material and length are excluded because the page is inconsistent or ambiguous."
GS-CTL-001,bowden-cable-assembly,moq,1000 pcs,1000 pcs,https://www.wireropeassy.com/brake-cable/black-bowden-cable-with-inner-cable.html,Push-Pull Bowden Cables With Inner Wire,Product Specification,"Galvanized inner wire; kit includes inner wire, outer casing and end accessories; MOQ 1000 pcs.",product-page,high,none,accepted,2026-07-18,"Diameter, construction, casing material and length are excluded because the page is inconsistent or ambiguous."
GS-CTL-001,bowden-cable-assembly,customization_options,Inner Cable Diameter;Construction;Outer Casing;End Accessories;Length,Inner Cable Diameter;Construction;Outer Casing;End Accessories;Length,https://www.wireropeassy.com/brake-cable/black-bowden-cable-with-inner-cable.html,Push-Pull Bowden Cables With Inner Wire,Product Specification,"Galvanized inner wire; kit includes inner wire, outer casing and end accessories; MOQ 1000 pcs.",product-page,high,none,accepted,2026-07-18,"Diameter, construction, casing material and length are excluded because the page is inconsistent or ambiguous."
GS-CTL-002,push-pull-control-cable,material,Galvanized Steel,Galvanized Steel,https://www.wireropeassy.com/brake-cable/black-bowden-cable-with-inner-cable.html,Push-Pull Bowden Cables With Inner Wire,Product Specification,"Push-pull Bowden cable with galvanized inner wire; kit includes inner wire, outer casing and end accessories; MOQ 1000 pcs.",product-page,high,none,accepted,2026-07-18,Only conflict-free product-level values are accepted.
GS-CTL-002,push-pull-control-cable,inner_cable,Galvanized Steel Inner Wire,Galvanized Steel Inner Wire,https://www.wireropeassy.com/brake-cable/black-bowden-cable-with-inner-cable.html,Push-Pull Bowden Cables With Inner Wire,Product Specification,"Push-pull Bowden cable with galvanized inner wire; kit includes inner wire, outer casing and end accessories; MOQ 1000 pcs.",product-page,high,none,accepted,2026-07-18,Only conflict-free product-level values are accepted.
GS-CTL-002,push-pull-control-cable,moq,1000 pcs,1000 pcs,https://www.wireropeassy.com/brake-cable/black-bowden-cable-with-inner-cable.html,Push-Pull Bowden Cables With Inner Wire,Product Specification,"Push-pull Bowden cable with galvanized inner wire; kit includes inner wire, outer casing and end accessories; MOQ 1000 pcs.",product-page,high,none,accepted,2026-07-18,Only conflict-free product-level values are accepted.
GS-CTL-002,push-pull-control-cable,customization_options,Inner Cable Diameter;Construction;Outer Casing;End Accessories;Length,Inner Cable Diameter;Construction;Outer Casing;End Accessories;Length,https://www.wireropeassy.com/brake-cable/black-bowden-cable-with-inner-cable.html,Push-Pull Bowden Cables With Inner Wire,Product Specification,"Push-pull Bowden cable with galvanized inner wire; kit includes inner wire, outer casing and end accessories; MOQ 1000 pcs.",product-page,high,none,accepted,2026-07-18,Only conflict-free product-level values are accepted.
GS-CTL-004,throttle-control-cable,material,Stainless Steel,Stainless Steel,https://www.wireropeassy.com/control-cable/factory-direct-oem-scooter-bike-motorcycle.html,Scooter Bike Motorcycle Accelerator Control Cable,Product Details,Stainless steel terminals and conduit fittings; stainless steel Lubri-Core wires; universal threaded cable ends.,product-page,high,none,accepted,2026-07-18,End alternatives are not assigned to A/B.
GS-CTL-004,throttle-control-cable,inner_cable,Stainless Steel Lubri-Core Wire,Stainless Steel Lubri-Core Wire,https://www.wireropeassy.com/control-cable/factory-direct-oem-scooter-bike-motorcycle.html,Scooter Bike Motorcycle Accelerator Control Cable,Product Details,Stainless steel terminals and conduit fittings; stainless steel Lubri-Core wires; universal threaded cable ends.,product-page,high,none,accepted,2026-07-18,End alternatives are not assigned to A/B.
GS-CTL-004,throttle-control-cable,customization_options,Universal Threaded Cable Ends;Terminals;Conduit Fittings,Universal Threaded Cable Ends;Terminals;Conduit Fittings,https://www.wireropeassy.com/control-cable/factory-direct-oem-scooter-bike-motorcycle.html,Scooter Bike Motorcycle Accelerator Control Cable,Product Details,Stainless steel terminals and conduit fittings; stainless steel Lubri-Core wires; universal threaded cable ends.,product-page,high,none,accepted,2026-07-18,End alternatives are not assigned to A/B.
GS-GYM-001,gym-equipment-cable-assembly,material,Stainless Steel,Stainless Steel,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,Product Details,"Stainless steel 304 or 316; black, red, blue and other colors; loop, weight-stack bolt, marine eye and ball-stopper configurations; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,End configurations are unassigned options for the generic assembly.
GS-GYM-001,gym-equipment-cable-assembly,material_grade,AISI 304;AISI 316,AISI 304;AISI 316,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,Product Details,"Stainless steel 304 or 316; black, red, blue and other colors; loop, weight-stack bolt, marine eye and ball-stopper configurations; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,End configurations are unassigned options for the generic assembly.
GS-GYM-001,gym-equipment-cable-assembly,coating_color,Black;Red;Blue;Custom,Black;Red;Blue;Custom,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,Product Details,"Stainless steel 304 or 316; black, red, blue and other colors; loop, weight-stack bolt, marine eye and ball-stopper configurations; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,End configurations are unassigned options for the generic assembly.
GS-GYM-001,gym-equipment-cable-assembly,moq,1000 pcs,1000 pcs,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,Product Details,"Stainless steel 304 or 316; black, red, blue and other colors; loop, weight-stack bolt, marine eye and ball-stopper configurations; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,End configurations are unassigned options for the generic assembly.
GS-GYM-001,gym-equipment-cable-assembly,production_lead_time,15 days,15 days,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,Product Details,"Stainless steel 304 or 316; black, red, blue and other colors; loop, weight-stack bolt, marine eye and ball-stopper configurations; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,End configurations are unassigned options for the generic assembly.
GS-GYM-001,gym-equipment-cable-assembly,customization_options,Loop End;Weight Stack Bolt;Marine Eye;Ball Stopper;Color;Shape,Loop End;Weight Stack Bolt;Marine Eye;Ball Stopper;Color;Shape,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,Product Details,"Stainless steel 304 or 316; black, red, blue and other colors; loop, weight-stack bolt, marine eye and ball-stopper configurations; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,End configurations are unassigned options for the generic assembly.
GS-GYM-002,weight-stack-cable-assembly,material,Stainless Steel,Stainless Steel,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-002,weight-stack-cable-assembly,material_grade,AISI 304;AISI 316,AISI 304;AISI 316,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-002,weight-stack-cable-assembly,coating_color,Black;Red;Blue;Custom,Black;Red;Blue;Custom,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-002,weight-stack-cable-assembly,end_a_type,Loop End,Loop End,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-002,weight-stack-cable-assembly,end_b_type,Weight Stack Bolt with Shank Ball End,Weight Stack Bolt with Shank Ball End,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-002,weight-stack-cable-assembly,end_b_thread,1/2-13;3/8-13,1/2-13;3/8-13,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-002,weight-stack-cable-assembly,end_b_dimensions,Bolt length 1.25 in,Bolt length 1.25 in,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-002,weight-stack-cable-assembly,moq,1000 pcs,1000 pcs,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-002,weight-stack-cable-assembly,production_lead_time,15 days,15 days,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-002,weight-stack-cable-assembly,customization_options,Thread Size;Loop End;Weight Stack Bolt;Color;Shape,Thread Size;Loop End;Weight Stack Bolt;Color;Shape,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Loop end; weight-stack bolt with shank ball end, 1/2-13 or 3/8-13 thread and 1.25 in bolt length; stainless steel 304 or 316; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Two listed thread options require final selection.
GS-GYM-003,pvc-coated-gym-cable,construction,7x19,7x19,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,material,Galvanized Steel,Galvanized Steel,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,wire_rope_diameter_min_mm,2,2,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,wire_rope_diameter_max_mm,2,2,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,length_min_mm,2057.4,2057.4,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,length_max_mm,2057.4,2057.4,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,moq,500 pcs,500 pcs,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,sample_lead_time,3-10 days,3-10 days,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,production_lead_time,15-25 days,15-25 days,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,packaging,Standard export carton;According to customer requirement,Standard export carton;According to customer requirement,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-003,pvc-coated-gym-cable,customization_options,Length;Eyelet Snap Hook;Nylon Ball,Length;Eyelet Snap Hook;Nylon Ball,https://www.wireropeassy.com/wire-rope-sling/stainless-fall-prevention-wire-rope-sling.html,Black Vinyl Coated Nylon Pulley Gym Cable Assembly,Product Details and FAQ,Galvanized steel cable; 7*19 construction; 2.0 mm cable; 81 in or customized length; eyelet snap hook and nylon ball options; MOQ 500 pcs; sample 3-10 days; production 15-25 days; standard export carton or customer requirement.,product-page,medium,none,accepted,2026-07-18,81 in converted to 2057.4 mm; coating is excluded due same-page conflict.
GS-GYM-004,fitness-cable-with-ball-end,material,Stainless Steel,Stainless Steel,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Large ball stopper 1.75 in and small plastic ball stopper 1.25 in; stainless steel 304 or 316; black, red, blue and other colors; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Ball-stop dimensions are listed alternatives.
GS-GYM-004,fitness-cable-with-ball-end,material_grade,AISI 304;AISI 316,AISI 304;AISI 316,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Large ball stopper 1.75 in and small plastic ball stopper 1.25 in; stainless steel 304 or 316; black, red, blue and other colors; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Ball-stop dimensions are listed alternatives.
GS-GYM-004,fitness-cable-with-ball-end,coating_color,Black;Red;Blue;Custom,Black;Red;Blue;Custom,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Large ball stopper 1.75 in and small plastic ball stopper 1.25 in; stainless steel 304 or 316; black, red, blue and other colors; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Ball-stop dimensions are listed alternatives.
GS-GYM-004,fitness-cable-with-ball-end,end_b_type,Ball Stopper,Ball Stopper,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Large ball stopper 1.75 in and small plastic ball stopper 1.25 in; stainless steel 304 or 316; black, red, blue and other colors; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Ball-stop dimensions are listed alternatives.
GS-GYM-004,fitness-cable-with-ball-end,end_b_dimensions,1.25 in OD;1.75 in OD,1.25 in OD;1.75 in OD,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Large ball stopper 1.75 in and small plastic ball stopper 1.25 in; stainless steel 304 or 316; black, red, blue and other colors; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Ball-stop dimensions are listed alternatives.
GS-GYM-004,fitness-cable-with-ball-end,moq,1000 pcs,1000 pcs,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Large ball stopper 1.75 in and small plastic ball stopper 1.25 in; stainless steel 304 or 316; black, red, blue and other colors; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Ball-stop dimensions are listed alternatives.
GS-GYM-004,fitness-cable-with-ball-end,production_lead_time,15 days,15 days,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Large ball stopper 1.75 in and small plastic ball stopper 1.25 in; stainless steel 304 or 316; black, red, blue and other colors; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Ball-stop dimensions are listed alternatives.
GS-GYM-004,fitness-cable-with-ball-end,customization_options,Ball Stopper Size;Loop End;Marine Eye;Color;Shape,Ball Stopper Size;Loop End;Marine Eye;Color;Shape,https://www.wireropeassy.com/gym-fitness-cable/gym-cable-assembly.html,Fitness Gym Cable Wire Rope Assembly,End Configurations and Product Details,"Large ball stopper 1.75 in and small plastic ball stopper 1.25 in; stainless steel 304 or 316; black, red, blue and other colors; MOQ 1000 pcs; normal lead time 15 days.",product-page,high,none,accepted,2026-07-18,Ball-stop dimensions are listed alternatives.
GS-FIT-001,wire-rope-thimble,applicable_standard,DIN 3091,DIN 3091,https://www.wireropeassy.com/hardware-fittings/din-3091-wire-rope-thimble.html,DIN 3091 Wire Rope Thimble,Product Details,DIN 3091 wire-rope thimble; size 2-10 mm or customized; MOQ 1000 pcs; packaging according to requirement.,product-page,high,none,accepted,2026-07-18,"Material, finish and lead time are excluded because the same page conflicts."
